H2C time (us),H2C request,H2C counter,H2C motionstatecommand,H2C surge P,H2C surge V,H2C surge A,H2C sway P,H2C sway V,H2C sway A,H2C heave P,H2C heave V,H2C heave A,H2C roll P,H2C roll V,H2C roll A,H2C pitch P,H2C pitch V,H2C pitch A ,H2C yaw P,H2C yaw V,H2C yaw A,C2H time (us),C2H c request,C2H counter,C2H motionstatecommand,C2H surge P,C2H sway P,C2H heave P,C2H roll P,C2H pitch P,C2H yaw P,C2H surge V,C2H sway V,C2H heave V,C2H roll V,C2H pitch V,C2H yaw V,C2H surge A,C2H  sway A,C2H heave A,C2H roll A,C2H pitch A,C2H yaw A
870474461,1001,0,4,0.785797656,0.934800088,-3.813268661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870474477,1000,9131,10,0.33781594,-9.43E-10,-3.265475035,2.78E-09,-0.004401036,1.82E-09,0.904831052,9.66E-09,-0.011337007,6.23E-09,-3.36E-05,4.87E-09,-1.154172301,-1.76E-08,0.008694849,-6.21E-09,-0.010022928,-3.26E-09
870484434,1001,0,4,0.794671834,0.88741678,-4.73832655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870484450,1000,9132,10,0.347685724,-8.35E-10,-3.265603542,2.84E-09,-0.004399593,1.87E-09,0.890779436,9.90E-09,-0.011837141,6.08E-09,0.000369616,4.81E-09,-1.229273677,6.13E-09,-0.030604811,-1.06E-08,0.017481325,-4.57E-09
870494424,1001,0,4,0.802991986,0.832017064,-5.539972782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870494439,1000,9133,10,0.357390404,-7.22E-10,-3.265742302,2.91E-09,-0.004389826,1.92E-09,0.874893785,1.07E-08,-0.013210117,5.82E-09,0.001449417,4.72E-09,-1.366514683,4.97E-08,-0.098033153,-1.88E-08,0.067908578,-6.97E-09
870504426,1001,0,4,0.810701251,0.770923913,-6.109314919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870504441,1000,9134,10,0.36690706,-5.96E-10,-3.265902281,2.97E-09,-0.004363344,1.97E-09,0.856676459,1.20E-08,-0.015580924,5.21E-09,0.003338653,4.44E-09,-1.551845431,9.73E-08,-0.183664337,-3.69E-08,0.134852171,-1.57E-08
870514419,1001,0,4,0.817773998,0.707277417,-6.364647865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870514432,1000,9135,10,0.376198024,-4.67E-10,-3.266092539,3.01E-09,-0.004312186,2.01E-09,0.833423197,1.12E-08,-0.018515788,2.79E-09,0.005779007,2.81E-09,-1.889083743,2.07E-09,-0.255234182,-1.48E-07,0.195178881,-9.63E-08
870524415,1001,0,4,0.824220777,0.644675732,-6.26017189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870524429,1000,9136,10,0.385170877,-3.56E-10,-3.266312599,3.03E-09,-0.004234876,2.03E-09,0.799204707,9.12E-09,-0.020951267,-3.42E-10,0.008011163,6.08E-10,-2.65362668,-1.31E-07,-0.257319152,-2.47E-07,0.205536649,-1.73E-07
870534419,1001,0,4,0.830088496,0.586772859,-5.790283203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870534431,1000,9137,10,0.393695503,-2.68E-10,-3.266554117,3.01E-09,-0.004136115,2.03E-09,0.753316522,7.07E-09,-0.022519082,-3.04E-09,0.009711089,-1.33E-09,-3.659130812,-1.79E-07,-0.205422029,-2.54E-07,0.17354238,-1.82E-07
870544419,1001,0,4,0.835457325,0.536881626,-4.989125729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870544432,1000,9138,10,0.402355313,-1.96E-10,-3.266831636,2.95E-09,-0.00401089,2.00E-09,0.69389534,5.27E-09,-0.023366952,-5.20E-09,0.010971888,-2.93E-09,-4.601998806,-1.63E-07,-0.134891212,-2.04E-07,0.124334484,-1.50E-07
870554418,1001,0,4,0.840433538,0.497624815,-3.925679922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870554431,1000,9139,10,0.409641087,-1.46E-10,-3.267091036,2.89E-09,-0.003885669,1.96E-09,0.636111975,4.02E-09,-0.023562523,-6.56E-09,0.011679047,-3.95E-09,-5.090012074,-1.32E-07,-0.078280509,-1.50E-07,0.082514457,-1.13E-07
870564411,1001,0,4,0.845140278,0.470673054,-2.695176125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870564424,1000,9140,10,0.416298449,-1.07E-10,-3.267349958,2.81E-09,-0.003754687,1.91E-09,0.580137849,3.07E-09,-0.023384782,-7.45E-09,0.012061788,-4.65E-09,-5.143797398,-1.02E-07,-0.034128491,-1.03E-07,0.048828103,-7.96E-08
870574445,1001,0,4,0.849706233,0.456592858,-1.408019662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870574460,1000,9141,10,0.421841711,-8.04E-11,-3.267582417,2.73E-09,-0.003633228,1.86E-09,0.534193695,2.41E-09,-0.02300315,-7.97E-09,0.0121924,-5.07E-09,-4.851966858,-8.00E-08,-0.003552613,-6.95E-08,0.024963662,-5.53E-08
870584421,1001,0,4,0.854254365,0.45481649,-0.177638307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870584434,1000,9142,10,0.42794764,-5.58E-11,-3.267854929,2.64E-09,-0.003487073,1.80E-09,0.489468813,1.79E-09,-0.022364751,-8.31E-09,0.012142913,-5.37E-09,-4.107837677,-5.99E-08,0.024040649,-4.00E-08,0.003204493,-3.31E-08
870594421,1001,0,4,0.858891666,0.463729322,0.89128381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870594434,1000,9143,10,0.433149338,-3.88E-11,-3.268097162,2.54E-09,-0.003354521,1.74E-09,0.46099484,1.36E-09,-0.021674238,-8.44E-09,0.011961279,-5.49E-09,-3.129154205,-4.60E-08,0.042382859,-2.04E-08,-0.010924598,-1.83E-08
870604418,1001,0,4,0.863700271,0.480857968,1.712864518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870604432,1000,9144,10,0.438115507,-2.59E-11,-3.268331528,2.45E-09,-0.00322448,1.68E-09,0.445564568,1.03E-09,-0.020934053,-8.44E-09,0.011698519,-5.52E-09,-2.001395464,-3.49E-08,0.055221435,-6.41E-09,-0.020189673,-7.59E-09
870614418,1001,0,4,0.868731558,0.50313139,2.227343321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870614431,1000,9145,10,0.442990959,-1.61E-11,-3.268557549,2.36E-09,-0.003097688,1.62E-09,0.44316557,7.81E-10,-0.020165766,-8.36E-09,0.011376532,-5.49E-09,-0.821642339,-2.67E-08,0.064494729,3.53E-09,-0.026457215,5.20E-11
870624412,1001,0,4,0.874003351,0.527181745,2.405036211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870624425,1000,9146,10,0.447911501,-8.75E-12,-3.268774986,2.27E-09,-0.002974731,1.56E-09,0.452351213,5.80E-10,-0.019375963,-8.21E-09,0.011006642,-5.39E-09,0.289266527,-2.08E-08,0.071922272,1.05E-08,-0.031185547,5.66E-09
870634418,1001,0,4,0.879499853,0.549649298,2.246752739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870634431,1000,9147,10,0.453462869,-2.97E-12,-3.269002199,2.17E-09,-0.002845491,1.50E-09,0.472647637,4.03E-10,-0.018504303,-8.00E-09,0.010566761,-5.25E-09,1.296422005,-1.62E-08,0.078171417,1.53E-08,-0.034906391,1.02E-08
870644420,1001,0,4,0.885174453,0.567458808,1.780950785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870644434,1000,9148,10,0.458307654,4.06E-13,-3.269183636,2.09E-09,-0.00274187,1.44E-09,0.494500786,2.87E-10,-0.017777489,-7.80E-09,0.010195667,-5.11E-09,1.889750242,-1.31E-08,0.081425294,1.82E-08,-0.036104452,1.26E-08
870654421,1001,0,4,0.890954852,0.578041553,1.05827415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870654435,1000,9149,10,0.464425027,3.05E-12,-3.269391775,2.00E-09,-0.002622484,1.38E-09,0.522874177,1.69E-10,-0.016905509,-7.54E-09,0.009742959,-4.93E-09,2.254046202,-1.05E-08,0.084110282,2.06E-08,-0.036855906,1.45E-08
870664418,1001,0,4,0.896749735,0.579485476,0.1443948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870664431,1000,9150,10,0.469781131,4.35E-12,-3.269557476,1.92E-09,-0.00252704,1.33E-09,0.545611918,1.03E-10,-0.016198218,-7.31E-09,0.009387824,-4.78E-09,2.306564331,-7.92E-09,0.083534501,2.18E-08,-0.035827409,1.52E-08
870674424,1001,0,4,0.902455807,0.570607424,-0.887808144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870674437,1000,9151,10,0.476479113,5.20E-12,-3.269747019,1.84E-09,-0.002417064,1.28E-09,0.567692161,4.93E-11,-0.015364896,-7.03E-09,0.008984643,-4.60E-09,2.014527321,-5.21E-09,0.08121708,2.27E-08,-0.033924069,1.52E-08
870684426,1001,0,4,0.907965302,0.550950289,-1.965712547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870684440,1000,9152,10,0.482806653,5.59E-12,-3.269912243,1.76E-09,-0.002320279,1.23E-09,0.580202222,2.87E-11,-0.014636435,-6.78E-09,0.008653982,-4.44E-09,1.464084864,-2.89E-09,0.075823523,2.33E-08,-0.031251334,1.46E-08
870694438,1001,0,4,0.913172483,0.520718217,-3.023206711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870694454,1000,9153,10,0.489214897,5.88E-12,-3.270069599,1.69E-09,-0.002226937,1.18E-09,0.582957149,3.10E-11,-0.013933715,-6.52E-09,0.008354775,-4.29E-09,0.684394002,-7.36E-10,0.069002479,2.32E-08,-0.028480848,1.41E-08
870704453,1001,0,4,0.917979181,0.480666846,-4.00513649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870704469,1000,9154,10,0.495586932,6.29E-12,-3.270219326,1.62E-09,-0.002136769,1.13E-09,0.574462771,4.37E-11,-0.013260641,-6.27E-09,0.008071995,-4.14E-09,-0.264624178,5.90E-10,0.060887691,2.29E-08,-0.026660692,1.37E-08
870714419,1001,0,4,0.922298849,0.431970149,-4.869670391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870714432,1000,9155,10,0.501794219,6.83E-12,-3.2703619,1.55E-09,-0.00204968,1.09E-09,0.554059982,5.57E-11,-0.012620815,-6.02E-09,0.00779382,-4.00E-09,-1.312266588,8.39E-10,0.052169349,2.27E-08,-0.026051678,1.34E-08
870724416,1001,0,4,0.926059723,0.376083791,-5.588636398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870724429,1000,9156,10,0.507706404,7.50E-12,-3.270497561,1.49E-09,-0.00196561,1.05E-09,0.522001445,6.91E-11,-0.01203109,-5.78E-09,0.007524733,-3.86E-09,-2.378117561,7.92E-10,0.042846989,2.23E-08,-0.02563341,1.30E-08
870734431,1001,0,4,0.929205894,0.314621985,-6.146178246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870734446,1000,9157,10,0.5132007,8.35E-12,-3.270627022,1.42E-09,-0.0018844,1.01E-09,0.47925967,8.92E-11,-0.011506065,-5.55E-09,0.007273837,-3.73E-09,-3.389500856,1.09E-09,0.033282697,2.18E-08,-0.024563119,1.24E-08
870744417,1001,0,4,0.931698501,0.249259204,-6.536279202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870744430,1000,9158,10,0.518589854,9.61E-12,-3.270762205,1.36E-09,-0.001798799,9.62E-10,0.422107309,1.25E-10,-0.011008764,-5.29E-09,0.007024658,-3.59E-09,-4.369222641,1.98E-09,0.024015682,2.15E-08,-0.022726744,1.15E-08
870754421,1001,0,4,0.933515131,0.181660995,-6.759820938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870754435,1000,9159,10,0.522879541,1.12E-11,-3.270881176,1.30E-09,-0.001722873,9.23E-10,0.362466782,1.67E-10,-0.010615196,-5.07E-09,0.006809522,-3.48E-09,-5.094969749,2.83E-09,0.017863944,2.09E-08,-0.021379953,1.09E-08
870764419,1001,0,4,0.934649527,0.113442793,-6.821819782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870764432,1000,9160,10,0.52648288,1.34E-11,-3.270996094,1.25E-09,-0.001649185,8.85E-10,0.297915787,2.27E-10,-0.010281542,-4.86E-09,0.006614757,-3.37E-09,-5.627377987,4.17E-09,0.013556912,2.01E-08,-0.019677529,1.04E-08
870774440,1001,0,4,0.935111046,0.046149097,-6.729370117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870774454,1000,9161,10,0.529352069,1.62E-11,-3.271107435,1.20E-09,-0.001577556,8.49E-10,0.229562476,2.94E-10,-0.009995263,-4.65E-09,0.006432523,-3.26E-09,-6.032407284,5.24E-09,0.01131039,1.92E-08,-0.018164156,1.00E-08
870784420,1001,0,4,0.93492347,-0.018757239,-6.490633488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870784432,1000,9162,10,0.531454384,1.98E-11,-3.271215916,1.15E-09,-0.001507886,8.13E-10,0.158968762,3.58E-10,-0.009744921,-4.46E-09,0.006256359,-3.16E-09,-6.30540514,5.48E-09,0.011092037,1.82E-08,-0.017138839,9.68E-09
870794421,1001,0,4,0.93412441,-0.079906829,-6.114958763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870794435,1000,9163,10,0.532775462,2.41E-11,-3.271321774,1.10E-09,-0.001440144,7.79E-10,0.087837838,4.14E-10,-0.009517817,-4.27E-09,0.006080498,-3.05E-09,-6.430031776,5.17E-09,0.012670245,1.73E-08,-0.01661036,9.48E-09
870804415,1001,0,4,0.932763934,-0.136046454,-5.613963127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870804428,1000,9164,10,0.533319354,2.89E-11,-3.271425009,1.05E-09,-0.001374362,7.46E-10,0.017821303,4.57E-10,-0.009299989,-4.10E-09,0.005899087,-2.95E-09,-6.403661728,4.36E-09,0.015756078,1.65E-08,-0.016598277,9.40E-09
870814417,1001,0,4,0.930903137,-0.186078593,-5.003213406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870814430,1000,9165,10,0.533107698,3.40E-11,-3.271526098,1.01E-09,-0.001310632,7.15E-10,-0.049529765,4.81E-10,-0.009078303,-3.92E-09,0.005707446,-2.85E-09,-6.232373238,3.08E-09,0.019930299,1.58E-08,-0.017059384,9.40E-09
870824418,1001,0,4,0.928611934,-0.229118496,-4.303989887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870824431,1000,9166,10,0.532178581,3.93E-11,-3.271624565,9.66E-10,-0.001249087,6.84E-10,-0.112780213,4.85E-10,-0.008841589,-3.76E-09,0.005502451,-2.75E-09,-5.925652504,1.41E-09,0.024692131,1.52E-08,-0.017893247,9.43E-09
870834417,1001,0,4,0.925966322,-0.264564276,-3.544579029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870834430,1000,9167,10,0.530585051,4.46E-11,-3.271720171,9.26E-10,-0.001189885,6.54E-10,-0.170627072,4.65E-10,-0.008581316,-3.60E-09,0.005282572,-2.64E-09,-5.4947896,-5.01E-10,0.029534625,1.46E-08,-0.018979574,9.47E-09
870844408,1001,0,4,0.923044622,-0.292170256,-2.760597229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870844421,1000,9168,10,0.528167367,4.99E-11,-3.27182126,8.84E-10,-0.001128161,6.23E-10,-0.226228788,4.22E-10,-0.008266243,-3.43E-09,0.005027759,-2.53E-09,-4.89815855,-2.42E-09,0.03425489,1.42E-08,-0.020181589,9.59E-09
870854415,1001,0,4,0.919923484,-0.312110305,-1.994006395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870854428,1000,9169,10,0.525413215,5.41E-11,-3.271910429,8.47E-10,-0.001074368,5.96E-10,-0.269193351,3.59E-10,-0.007939832,-3.28E-09,0.00477845,-2.42E-09,-4.24953413,-4.41E-09,0.038028136,1.37E-08,-0.021464989,9.72E-09
870864418,1001,0,4,0.916673362,-0.325017244,-1.290692329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870864431,1000,9170,10,0.522236705,5.76E-11,-3.271995783,8.12E-10,-0.001023314,5.70E-10,-0.303776175,2.85E-10,-0.007588742,-3.13E-09,0.004529915,-2.32E-09,-3.520217657,-5.76E-09,0.040390693,1.32E-08,-0.021944152,9.63E-09
870874423,1001,0,4,0.913353503,-0.331984609,-0.696736872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870874436,1000,9171,10,0.518730044,6.03E-11,-3.272077322,7.78E-10,-0.00097499,5.45E-10,-0.330012649,2.03E-10,-0.007222331,-3.00E-09,0.004282668,-2.22E-09,-2.767182827,-6.74E-09,0.041057505,1.26E-08,-0.022038605,9.46E-09
870884411,1001,0,4,0.910008252,-0.334522247,-0.253764331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870884424,1000,9172,10,0.514984071,6.20E-11,-3.27215457,7.46E-10,-0.000929356,5.21E-10,-0.348090708,1.24E-10,-0.006846744,-2.87E-09,0.004039779,-2.11E-09,-2.019363403,-6.99E-09,0.040351827,1.20E-08,-0.021854483,9.40E-09
870894415,1001,0,4,0.906663656,-0.334461629,0.006060924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870894427,1000,9173,10,0.51108551,6.29E-11,-3.272228003,7.15E-10,-0.00088636,4.99E-10,-0.35858354,5.55E-11,-0.006465351,-2.75E-09,0.003803384,-2.01E-09,-1.30676353,-6.48E-09,0.038965307,1.12E-08,-0.021511415,9.39E-09
870904415,1001,0,4,0.903325498,-0.3338148,0.064684972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870904427,1000,9174,10,0.507111907,6.32E-11,-3.272296906,6.86E-10,-0.000845891,4.77E-10,-0.362546772,-3.16E-12,-0.006090428,-2.63E-09,0.003579885,-1.91E-09,-0.668543816,-5.70E-09,0.036740575,1.06E-08,-0.020720389,9.14E-09
870914413,1001,0,4,0.899979532,-0.334597349,-0.078254893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870914425,1000,9175,10,0.503126264,6.28E-11,-3.272361994,6.58E-10,-0.000807779,4.57E-10,-0.361531407,-5.15E-11,-0.005733478,-2.52E-09,0.003373513,-1.82E-09,-0.148589507,-4.85E-09,0.033791222,1.02E-08,-0.019467976,8.66E-09
870924461,1001,0,4,0.896593213,-0.338632792,-0.403546125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870924477,1000,9176,10,0.498814851,6.19E-11,-3.272428751,6.28E-10,-0.000768658,4.36E-10,-0.357046276,-9.22E-11,-0.005373655,-2.41E-09,0.003169669,-1.72E-09,0.237157255,-3.86E-09,0.030255653,9.77E-09,-0.017792646,8.05E-09
870934420,1001,0,4,0.893119633,-0.3473593,-0.872650445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870934433,1000,9177,10,0.495269597,6.09E-11,-3.272480965,6.04E-10,-0.000737824,4.19E-10,-0.352458805,-1.16E-10,-0.005098119,-2.32E-09,0.003017255,-1.65E-09,0.395273715,-2.98E-09,0.02754982,9.38E-09,-0.016276322,7.56E-09
870944415,1001,0,4,0.889503002,-0.361661881,-1.430258632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870944428,1000,9178,10,0.491068661,5.94E-11,-3.272540569,5.77E-10,-0.000702703,3.99E-10,-0.34856385,-1.32E-10,-0.004803189,-2.21E-09,0.002855981,-1.57E-09,0.370418638,-1.84E-09,0.024727389,8.87E-09,-0.014326323,6.99E-09
870954443,1001,0,4,0.885685444,-0.381752074,-2.009017467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870954460,1000,9179,10,0.487238228,5.79E-11,-3.272592068,5.54E-10,-0.000672096,3.83E-10,-0.348521978,-1.35E-10,-0.004563791,-2.12E-09,0.002726762,-1.50E-09,0.146061242,-8.39E-10,0.022694632,8.41E-09,-0.012612283,6.52E-09
870964445,1001,0,4,0.881614327,-0.407112032,-2.535995722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870964461,1000,9180,10,0.483380824,5.64E-11,-3.272641182,5.31E-10,-0.000642798,3.66E-10,-0.353276134,-1.27E-10,-0.004351951,-2.04E-09,0.002617568,-1.44E-09,-0.219437718,2.19E-10,0.021436734,7.90E-09,-0.010807467,6.08E-09
870974447,1001,0,4,0.877249241,-0.43651405,-2.940201998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870974463,1000,9181,10,0.479435682,5.51E-11,-3.27268815,5.09E-10,-0.00061458,3.51E-10,-0.364043415,-1.10E-10,-0.004166741,-1.96E-09,0.002528538,-1.38E-09,-0.708438694,1.23E-09,0.020681717,7.47E-09,-0.008875805,5.50E-09
870984444,1001,0,4,0.872568071,-0.468117028,-3.160299301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870984461,1000,9182,10,0.475333482,5.40E-11,-3.272733212,4.88E-10,-0.000587247,3.36E-10,-0.381237239,-8.46E-11,-0.003998043,-1.88E-09,0.002454951,-1.33E-09,-1.267334104,2.04E-09,0.020940972,7.36E-09,-0.007175612,4.77E-09
870994445,1001,0,4,0.867571712,-0.499633014,-3.151596546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870994460,1000,9183,10,0.471005201,5.32E-11,-3.272776365,4.68E-10,-0.000560656,3.22E-10,-0.404446155,-5.02E-11,-0.003838874,-1.80E-09,0.002392949,-1.29E-09,-1.826041102,2.91E-09,0.022162491,7.04E-09,-0.005825985,4.19E-09
871004440,1001,0,4,0.86228621,-0.528547645,-2.891462088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871004456,1000,9184,10,0.466391295,5.29E-11,-3.272818089,4.48E-10,-0.00053469,3.08E-10,-0.432474047,-6.44E-12,-0.003685956,-1.73E-09,0.002339998,-1.25E-09,-2.312274456,3.85E-09,0.023827422,6.60E-09,-0.00472361,3.86E-09
871014452,1001,0,4,0.856762528,-0.552372336,-2.382473946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871014469,1000,9185,10,0.460982859,5.31E-11,-3.272861481,4.28E-10,-0.000507003,2.93E-10,-0.466379434,4.32E-11,-0.003519008,-1.65E-09,0.002285352,-1.21E-09,-2.684910059,4.44E-09,0.025882721,6.14E-09,-0.004009489,3.72E-09
871024403,1001,0,4,0.851073503,-0.5689013,-1.652892709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871024415,1000,9186,10,0.455663055,5.38E-11,-3.272899628,4.10E-10,-0.000482264,2.80E-10,-0.497655302,7.45E-11,-0.003338332,-1.59E-09,0.00222399,-1.16E-09,-2.81415844,3.80E-09,0.028644741,5.82E-09,-0.004428752,3.81E-09
871034418,1001,0,4,0.845309079,-0.576444924,-0.75436151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871034431,1000,9187,10,0.450013041,5.47E-11,-3.272935629,3.93E-10,-0.000458234,2.68E-10,-0.526328683,9.34E-11,-0.003133707,-1.53E-09,0.002155886,-1.12E-09,-2.698279858,2.77E-09,0.031052155,5.56E-09,-0.005048434,3.89E-09
871044418,1001,0,4,0.839568913,-0.574015677,0.242922664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871044431,1000,9188,10,0.444074094,5.57E-11,-3.272969246,3.77E-10,-0.000435035,2.55E-10,-0.550250411,9.17E-11,-0.002911755,-1.46E-09,0.002073298,-1.08E-09,-2.372107744,1.16E-09,0.031809561,5.40E-09,-0.006144355,4.00E-09
871054421,1001,0,4,0.833954453,-0.561445534,1.257014036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871054434,1000,9189,10,0.437912434,5.66E-11,-3.27300024,3.61E-10,-0.000412844,2.44E-10,-0.567109406,6.79E-11,-0.00267734,-1.40E-09,0.00197458,-1.03E-09,-1.837781072,-8.07E-10,0.030720402,5.41E-09,-0.007650755,4.23E-09
871064431,1001,0,4,0.828560233,-0.539423406,2.202214479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871064445,1000,9190,10,0.431618363,5.71E-11,-3.273028851,3.46E-10,-0.000391816,2.33E-10,-0.574868679,2.95E-11,-0.002435152,-1.34E-09,0.001862567,-9.77E-10,-1.107948661,-2.58E-09,0.02774513,5.30E-09,-0.009153401,4.50E-09
871074437,1001,0,4,0.823465705,-0.509449959,2.997344255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871074451,1000,9191,10,0.425301075,5.72E-11,-3.273054838,3.31E-10,-0.000372073,2.22E-10,-0.572130978,-1.01E-11,-0.002193801,-1.29E-09,0.001743493,-9.23E-10,-0.224702761,-3.37E-09,0.02315481,5.09E-09,-0.010365532,4.77E-09
871084433,1001,0,4,0.818728566,-0.473716378,3.573356152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871084447,1000,9192,10,0.418523371,5.68E-11,-3.273080111,3.16E-10,-0.000352003,2.12E-10,-0.556589186,-4.72E-11,-0.001957559,-1.23E-09,0.001619399,-8.67E-10,0.833375394,-3.41E-09,0.015902719,4.97E-09,-0.010730791,4.71E-09
871094427,1001,0,4,0.814379334,-0.434921712,3.879467726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871094441,1000,9193,10,0.413072824,5.61E-11,-3.273099184,3.04E-10,-0.000336358,2.03E-10,-0.534491599,-7.14E-11,-0.001792759,-1.19E-09,0.001525264,-8.23E-10,1.696108818,-3.05E-09,0.008930163,4.90E-09,-0.010361773,4.45E-09
871104435,1001,0,4,0.810418844,-0.396049708,3.887199879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871104450,1000,9194,10,0.406883299,5.51E-11,-3.273120165,2.90E-10,-0.000318784,1.94E-10,-0.498457551,-9.84E-11,-0.001634069,-1.13E-09,0.001416792,-7.75E-10,2.617806911,-2.80E-09,0.001332019,4.89E-09,-0.010011541,4.11E-09
871114448,1001,0,4,0.806817532,-0.360129833,3.591986418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871114464,1000,9195,10,0.401634902,5.39E-11,-3.273137808,2.78E-10,-0.000303793,1.85E-10,-0.458672464,-1.22E-10,-0.001531166,-1.08E-09,0.001320501,-7.34E-10,3.30149436,-2.75E-09,-0.004561637,4.88E-09,-0.009811051,3.80E-09
871124434,1001,0,4,0.803517461,-0.33000648,3.012336493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871124449,1000,9196,10,0.396845877,5.24E-11,-3.273154497,2.67E-10,-0.000289845,1.78E-10,-0.415686399,-1.45E-10,-0.001460589,-1.03E-09,0.001226857,-6.95E-10,3.728191614,-2.67E-09,-0.008329308,4.88E-09,-0.009603279,3.57E-09
871134436,1001,0,4,0.80043608,-0.308138132,2.186835289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871134451,1000,9197,10,0.392534286,5.07E-11,-3.273170471,2.56E-10,-0.000276881,1.70E-10,-0.372401863,-1.62E-10,-0.00142143,-9.85E-10,0.001141919,-6.59E-10,3.892128229,-2.35E-09,-0.010363787,4.75E-09,-0.009008201,3.32E-09
871144441,1001,0,4,0.797471642,-0.296443015,1.169512391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871144455,1000,9198,10,0.388684511,4.88E-11,-3.273186207,2.45E-10,-0.000264761,1.63E-10,-0.331986636,-1.70E-10,-0.001410813,-9.41E-10,0.001072505,-6.27E-10,3.777576685,-1.59E-09,-0.01111097,4.43E-09,-0.007772365,3.03E-09
871154457,1001,0,4,0.794509649,-0.296200186,0.024280546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871154474,1000,9199,10,0.385246009,4.70E-11,-3.273201942,2.35E-10,-0.000253299,1.56E-10,-0.297568083,-1.67E-10,-0.001419094,-9.03E-10,0.001021015,-5.99E-10,3.378340483,-5.90E-10,-0.010555393,3.95E-09,-0.006129124,2.71E-09
