H2C time (us),H2C request,H2C counter,H2C motionstatecommand,H2C surge P,H2C surge V,H2C surge A,H2C sway P,H2C sway V,H2C sway A,H2C heave P,H2C heave V,H2C heave A,H2C roll P,H2C roll V,H2C roll A,H2C pitch P,H2C pitch V,H2C pitch A ,H2C yaw P,H2C yaw V,H2C yaw A,C2H time (us),C2H c request,C2H counter,C2H motionstatecommand,C2H surge P,C2H sway P,C2H heave P,C2H roll P,C2H pitch P,C2H yaw P,C2H surge V,C2H sway V,C2H heave V,C2H roll V,C2H pitch V,C2H yaw V,C2H surge A,C2H  sway A,C2H heave A,C2H roll A,C2H pitch A,C2H yaw A
831594405,1001,0,4,-2.447274208,-0.253297418,5.125338078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831594414,1000,5243,10,-1.821086168,-1.44E-07,-3.412227631,1.70E-08,-0.154346526,-8.11E-10,-0.045159921,-4.93E-09,0.041321468,4.13E-10,-0.007870536,-3.35E-10,0.21733503,3.25E-08,-0.196840376,-4.34E-09,0.037727673,-1.57E-09
831604407,1001,0,4,-2.449159145,-0.188514188,6.478324413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831604416,1000,5244,10,-1.8215276,-1.44E-07,-3.411823988,1.70E-08,-0.154423431,-8.15E-10,-0.043300968,-4.83E-09,0.039636631,2.40E-10,-0.007550249,-3.88E-10,0.198514953,1.77E-08,-0.180036455,-1.20E-08,0.034314606,-3.50E-09
831614402,1001,0,4,-2.450279474,-0.112027168,7.648701668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831614411,1000,5245,10,-1.821951866,-1.44E-07,-3.411435843,1.70E-08,-0.154497385,-8.19E-10,-0.041718289,-4.87E-09,0.038202632,-4.61E-11,-0.007277779,-4.87E-10,0.174190968,4.75E-09,-0.158012465,-2.20E-08,0.030062759,-7.30E-09
831624404,1001,0,4,-2.450547218,-0.026764164,8.52630043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831624412,1000,5246,10,-1.822361946,-1.44E-07,-3.411060333,1.70E-08,-0.154568911,-8.24E-10,-0.040442564,-5.03E-09,0.037048049,-4.50E-10,-0.007058533,-6.35E-10,0.145676792,-8.37E-09,-0.132071048,-3.33E-08,0.025105944,-1.19E-08
831634409,1001,0,4,-2.449912548,0.06346152,9.022567749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831634418,1000,5247,10,-1.822761059,-1.44E-07,-3.410695076,1.70E-08,-0.154638544,-8.31E-10,-0.039479598,-5.32E-09,0.036178656,-9.66E-10,-0.006893621,-8.29E-10,0.115117289,-2.14E-08,-0.10420458,-4.47E-08,0.019791612,-1.65E-08
831644407,1001,0,4,-2.44836998,0.154264659,9.080314636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831644416,1000,5248,10,-1.823152065,-1.44E-07,-3.410336971,1.70E-08,-0.154706821,-8.40E-10,-0.038802687,-5.73E-09,0.035570387,-1.58E-09,-0.006778478,-1.06E-09,0.085340887,-3.36E-08,-0.077014133,-5.52E-08,0.01460699,-2.09E-08
831654405,1001,0,4,-2.44595933,0.241067037,8.680236816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831654414,1000,5249,10,-1.823537707,-1.44E-07,-3.409983635,1.70E-08,-0.154774174,-8.52E-10,-0.038349703,-6.23E-09,0.03516667,-2.27E-09,-0.006702336,-1.33E-09,0.059674785,-4.38E-08,-0.053556491,-6.39E-08,0.010133008,-2.45E-08
831664401,1001,0,4,-2.442764282,0.319500655,7.843363285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831664410,1000,5250,10,-1.823919654,-1.44E-07,-3.409633636,1.69E-08,-0.154840901,-8.66E-10,-0.038027938,-6.77E-09,0.034882799,-2.99E-09,-0.00664906,-1.61E-09,0.041374382,-5.09E-08,-0.036825836,-6.99E-08,0.006940814,-2.69E-08
831674399,1001,0,4,-2.438906431,0.385791332,6.629066467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831674407,1000,5251,10,-1.824298501,-1.44E-07,-3.409286261,1.69E-08,-0.154907137,-8.83E-10,-0.037726261,-7.33E-09,0.034617018,-3.73E-09,-0.006599246,-1.89E-09,0.032916188,-5.42E-08,-0.029105963,-7.26E-08,0.005466912,-2.80E-08
831684403,1001,0,4,-2.434535503,0.437079519,5.128818989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831684412,1000,5252,10,-1.824673891,-1.44E-07,-3.408941984,1.69E-08,-0.154972792,-9.03E-10,-0.037332196,-7.84E-09,0.034266192,-4.43E-09,-0.006533216,-2.16E-09,0.035392553,-5.31E-08,-0.031413529,-7.16E-08,0.005906463,-2.75E-08
831694396,1001,0,4,-2.429819107,0.471643418,3.456390142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831694405,1000,5253,10,-1.825044394,-1.44E-07,-3.408602238,1.68E-08,-0.155037627,-9.26E-10,-0.036750268,-8.28E-09,0.033742636,-5.06E-09,-0.006434226,-2.40E-09,0.048185036,-4.77E-08,-0.043195441,-6.67E-08,0.008155188,-2.54E-08
831704403,1001,0,4,-2.424929142,0.488999814,1.735640407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831704411,1000,5254,10,-1.825407743,-1.44E-07,-3.40826869,1.68E-08,-0.15510124,-9.50E-10,-0.035917424,-8.59E-09,0.032988269,-5.58E-09,-0.00629117,-2.59E-09,0.069015652,-3.83E-08,-0.062372521,-5.80E-08,0.011817349,-2.18E-08
831714405,1001,0,4,-2.420030355,0.489873499,0.087367594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831714414,1000,5255,10,-1.825761318,-1.44E-07,-3.407944202,1.67E-08,-0.155163154,-9.77E-10,-0.034811944,-8.77E-09,0.031982917,-5.96E-09,-0.006100168,-2.73E-09,0.094374038,-2.58E-08,-0.085728772,-4.61E-08,0.016279759,-1.68E-08
831724402,1001,0,4,-2.415269852,0.476041436,-1.383206248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831724411,1000,5256,10,-1.826102376,-1.45E-07,-3.407631159,1.66E-08,-0.155222893,-1.00E-09,-0.033454157,-8.79E-09,0.03074499,-6.19E-09,-0.005864706,-2.80E-09,0.12021257,-1.13E-08,-0.109548271,-3.18E-08,0.020833181,-1.10E-08
831734404,1001,0,4,-2.410769224,0.450073391,-2.596804142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831734413,1000,5257,10,-1.826428652,-1.45E-07,-3.407331467,1.66E-08,-0.155280098,-1.03E-09,-0.031899184,-8.66E-09,0.029324908,-6.25E-09,-0.005594384,-2.81E-09,0.14273119,4.01E-09,-0.1303363,-1.61E-08,0.024810027,-4.56E-09
831744401,1001,0,4,-2.406619072,0.415002584,-3.507080078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831744410,1000,5258,10,-1.826738715,-1.45E-07,-3.407046795,1.65E-08,-0.155334458,-1.06E-09,-0.030223956,-8.38E-09,0.027793223,-6.15E-09,-0.005302659,-2.75E-09,0.159054279,1.89E-08,-0.145443097,4.22E-11,0.027703607,1.91E-09
831754397,1001,0,4,-2.402879477,0.373968422,-4.103418827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831754406,1000,5259,10,-1.827031732,-1.45E-07,-3.40677762,1.65E-08,-0.155385867,-1.09E-09,-0.028512033,-7.98E-09,0.026226679,-5.90E-09,-0.005004176,-2.63E-09,0.167644113,3.22E-08,-0.153446406,1.55E-08,0.029241407,8.01E-09
831764400,1001,0,4,-2.399580717,0.329875618,-4.409278393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831764409,1000,5260,10,-1.82730782,-1.45E-07,-3.406523705,1.64E-08,-0.155434296,-1.11E-09,-0.026839666,-7.48E-09,0.024695404,-5.53E-09,-0.004712328,-2.47E-09,0.168380871,4.33E-08,-0.154227465,2.92E-08,0.02939987,1.34E-08
831774399,1001,0,4,-2.396729708,0.285111785,-4.476383686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831774408,1000,5261,10,-1.827567577,-1.45E-07,-3.406285048,1.64E-08,-0.155479908,-1.13E-09,-0.025265882,-6.92E-09,0.023253758,-5.07E-09,-0.004437507,-2.27E-09,0.162336096,5.15E-08,-0.1487647,4.04E-08,0.028365159,1.77E-08
831784406,1001,0,4,-2.394315958,0.241355598,-4.375618935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831784415,1000,5262,10,-1.827812433,-1.45E-07,-3.40605998,1.63E-08,-0.155522898,-1.15E-09,-0.02382781,-6.33E-09,0.02193602,-4.54E-09,-0.004186269,-2.04E-09,0.151342019,5.68E-08,-0.138738617,4.87E-08,0.026457792,2.08E-08
831794404,1001,0,4,-2.39232111,0.199496865,-4.185873032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831794413,1000,5263,10,-1.828043699,-1.45E-07,-3.405847311,1.63E-08,-0.155563518,-1.17E-09,-0.022541057,-5.73E-09,0.020756688,-3.97E-09,-0.0039614,-1.80E-09,0.137496471,5.93E-08,-0.126076624,5.39E-08,0.024045711,2.27E-08
831804403,1001,0,4,-2.390724421,0.159673125,-3.982373476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831804412,1000,5264,10,-1.828262925,-1.45E-07,-3.405645609,1.62E-08,-0.155602038,-1.19E-09,-0.021403754,-5.14E-09,0.019714182,-3.40E-09,-0.003762609,-1.57E-09,0.122731261,5.93E-08,-0.112555593,5.63E-08,0.021468326,2.35E-08
831814401,1001,0,4,-2.389510155,0.121412352,-3.826078176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831814409,1000,5265,10,-1.828471661,-1.45E-07,-3.405453682,1.62E-08,-0.155638695,-1.20E-09,-0.020402418,-4.58E-09,0.018796228,-2.84E-09,-0.003587563,-1.34E-09,0.108527362,5.74E-08,-0.099539191,5.61E-08,0.018986259,2.33E-08
831824403,1001,0,4,-2.388671637,0.083856896,-3.755545378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831824412,1000,5266,10,-1.828670859,-1.45E-07,-3.405270338,1.62E-08,-0.155673727,-1.22E-09,-0.019517906,-4.06E-09,0.017985318,-2.32E-09,-0.003432928,-1.12E-09,0.095802747,5.42E-08,-0.087873876,5.42E-08,0.016761392,2.24E-08
831834409,1001,0,4,-2.38821125,0.046033375,-3.782352209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831834420,1000,5267,10,-1.828861833,-1.45E-07,-3.405094624,1.61E-08,-0.1557073,-1.23E-09,-0.01873013,-3.58E-09,0.017263068,-1.83E-09,-0.003295205,-9.17E-10,0.084950842,5.03E-08,-0.077922679,5.12E-08,0.014862927,2.11E-08
831844478,1001,0,4,-2.388139963,0.007127035,-3.89063406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831844495,1000,5268,10,-1.829045415,-1.45E-07,-3.404925585,1.61E-08,-0.155739576,-1.23E-09,-0.018021021,-3.14E-09,0.016612925,-1.37E-09,-0.003171241,-7.28E-10,0.075973205,4.64E-08,-0.069688767,4.79E-08,0.013291586,1.97E-08
831854445,1001,0,4,-2.388472795,-0.033280428,-4.040746689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831854459,1000,5269,10,-1.829222202,-1.45E-07,-3.404762983,1.61E-08,-0.155770674,-1.24E-09,-0.017375605,-2.73E-09,0.016021142,-9.35E-10,-0.003058408,-5.51E-10,0.06865336,4.30E-08,-0.062976167,4.49E-08,0.012010678,1.84E-08
831864437,1001,0,4,-2.389223337,-0.075045206,-4.176477432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831864451,1000,5270,10,-1.82939291,-1.45E-07,-3.404605865,1.61E-08,-0.1558007,-1.24E-09,-0.016781488,-2.34E-09,0.015476343,-5.23E-10,-0.002954532,-3.82E-10,0.062727548,4.03E-08,-0.057543688,4.25E-08,0.010974342,1.74E-08
831874437,1001,0,4,-2.39039731,-0.11739257,-4.234736443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831874452,1000,5271,10,-1.829557776,-1.45E-07,-3.404453993,1.61E-08,-0.155829713,-1.25E-09,-0.016227463,-1.97E-09,0.014968241,-1.21E-10,-0.00285765,-2.17E-10,0.058008794,3.84E-08,-0.053219862,4.10E-08,0.010149792,1.68E-08
831884443,1001,0,4,-2.391986847,-0.158955574,-4.156300545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831884457,1000,5272,10,-1.829717398,-1.45E-07,-3.404307127,1.61E-08,-0.155857801,-1.25E-09,-0.015701892,-1.60E-09,0.014486142,2.77E-10,-0.00276572,-5.40E-11,0.054449085,3.72E-08,-0.04996109,4.01E-08,0.009528676,1.64E-08
831894437,1001,0,4,-2.39396596,-0.197916016,-3.896044254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831894450,1000,5273,10,-1.829871774,-1.45E-07,-3.404164791,1.61E-08,-0.155884981,-1.25E-09,-0.015191579,-1.23E-09,0.014017921,6.72E-10,-0.002676419,1.07E-10,0.052132461,3.68E-08,-0.047845181,3.97E-08,0.009126205,1.62E-08
831904441,1001,0,4,-2.396288157,-0.23222746,-3.431144714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831904454,1000,5274,10,-1.830006361,-1.45E-07,-3.404040813,1.61E-08,-0.155908689,-1.25E-09,-0.014733222,-9.00E-10,0.013597234,1.02E-09,-0.002596159,2.48E-10,0.051229291,3.68E-08,-0.047027919,3.93E-08,0.008972298,1.59E-08
831914436,1001,0,4,-2.398887157,-0.259887725,-2.766026735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831914449,1000,5275,10,-1.830151081,-1.45E-07,-3.403907537,1.61E-08,-0.155934155,-1.24E-09,-0.014209759,-5.37E-10,0.013116592,1.40E-09,-0.002504433,3.99E-10,0.051678635,3.66E-08,-0.047457848,3.83E-08,0.009056974,1.55E-08
831924451,1001,0,4,-2.401679277,-0.279220492,-1.933276772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831924467,1000,5276,10,-1.830290318,-1.45E-07,-3.403779268,1.62E-08,-0.155958697,-1.24E-09,-0.013657491,-1.90E-10,0.012609244,1.75E-09,-0.002407584,5.40E-10,0.053678468,3.55E-08,-0.049316656,3.64E-08,0.009414461,1.47E-08
831934474,1001,0,4,-2.40457058,-0.289123684,-0.990318954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831934492,1000,5277,10,-1.830436945,-1.45E-07,-3.403644323,1.62E-08,-0.155984521,-1.23E-09,-0.013009292,1.52E-10,0.012013463,2.08E-09,-0.002293821,6.74E-10,0.057041619,3.28E-08,-0.052434009,3.24E-08,0.01001253,1.31E-08
831944466,1001,0,4,-2.407463074,-0.289246231,-0.012253109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831944484,1000,5278,10,-1.830551386,-1.45E-07,-3.403538704,1.62E-08,-0.156004682,-1.22E-09,-0.012450969,3.87E-10,0.011500068,2.29E-09,-0.002195768,7.61E-10,0.059973381,2.91E-08,-0.055150986,2.74E-08,0.010533606,1.12E-08
831954463,1001,0,4,-2.410263777,-0.280064404,0.918183148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831954481,1000,5279,10,-1.830684423,-1.45E-07,-3.403416157,1.62E-08,-0.156028107,-1.22E-09,-0.011745695,6.04E-10,0.01085131,2.45E-09,-0.002071838,8.33E-10,0.062805891,2.31E-08,-0.057780016,1.95E-08,0.011038174,8.17E-09
831964464,1001,0,4,-2.412892103,-0.262843072,1.722132325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831964480,1000,5280,10,-1.830798507,-1.45E-07,-3.403311014,1.62E-08,-0.156048223,-1.21E-09,-0.011100459,7.24E-10,0.010257594,2.51E-09,-0.001958404,8.61E-10,0.064117141,1.64E-08,-0.059004866,1.10E-08,0.011274005,4.89E-09
831974438,1001,0,4,-2.415287018,-0.239483297,2.335977077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831974453,1000,5281,10,-1.830906272,-1.45E-07,-3.403211832,1.63E-08,-0.156067207,-1.20E-09,-0.010477623,7.68E-10,0.009684366,2.47E-09,-0.001848873,8.53E-10,0.063291349,9.00E-09,-0.058258824,1.98E-09,0.01113283,1.39E-09
831984442,1001,0,4,-2.417409658,-0.212274432,2.720886469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831984458,1000,5282,10,-1.830998063,-1.45E-07,-3.403127193,1.63E-08,-0.156083405,-1.19E-09,-0.00995504,7.41E-10,0.009203341,2.36E-09,-0.001756953,8.16E-10,0.060585532,2.09E-09,-0.055776801,-6.18E-09,0.010659373,-1.80E-09
831994452,1001,0,4,-2.419245481,-0.183583334,2.869109154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831994468,1000,5283,10,-1.831094861,-1.45E-07,-3.403037786,1.63E-08,-0.156100467,-1.18E-09,-0.009435274,6.40E-10,0.008724873,2.16E-09,-0.001665519,7.43E-10,0.055525683,-5.47E-09,-0.051123999,-1.48E-08,0.009770697,-5.19E-09
832004438,1001,0,4,-2.420800686,-0.15552327,2.806007385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832004453,1000,5284,10,-1.831195951,-1.45E-07,-3.402944565,1.63E-08,-0.156118289,-1.18E-09,-0.008951839,4.57E-10,0.008279854,1.87E-09,-0.001580478,6.33E-10,0.048027337,-1.30E-08,-0.044221506,-2.31E-08,0.008451609,-8.47E-09
832014435,1001,0,4,-2.422097206,-0.129649311,2.587394953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832014450,1000,5285,10,-1.831274986,-1.45E-07,-3.402871847,1.64E-08,-0.156132221,-1.17E-09,-0.008624041,2.70E-10,0.00797813,1.59E-09,-0.001522823,5.28E-10,0.041324735,-1.78E-08,-0.038048595,-2.80E-08,0.007271657,-1.04E-08
832024427,1001,0,4,-2.423164368,-0.106725186,2.292413473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832024440,1000,5286,10,-1.831359744,-1.45E-07,-3.402793646,1.64E-08,-0.156147167,-1.17E-09,-0.00832327,4.33E-11,0.007701321,1.27E-09,-0.001469933,4.06E-10,0.034261286,-2.11E-08,-0.031541809,-3.10E-08,0.006027732,-1.17E-08
832034447,1001,0,4,-2.424030542,-0.086597092,2.0128088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832034461,1000,5287,10,-1.83144176,-1.45E-07,-3.402718067,1.64E-08,-0.156161636,-1.16E-09,-0.008077218,-1.88E-10,0.007474918,9.43E-10,-0.001426679,2.84E-10,0.028092252,-2.26E-08,-0.025858078,-3.20E-08,0.004941068,-1.21E-08
832044431,1001,0,4,-2.42471242,-0.068196841,1.840025306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832044444,1000,5288,10,-1.831521511,-1.45E-07,-3.402644396,1.64E-08,-0.156175718,-1.16E-09,-0.007867479,-4.06E-10,0.00728196,6.43E-10,-0.001389819,1.69E-10,0.023440048,-2.24E-08,-0.021571891,-3.11E-08,0.004121602,-1.18E-08
832054434,1001,0,4,-2.425209284,-0.04967808,1.851876259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832054449,1000,5289,10,-1.831599355,-1.45E-07,-3.402572632,1.64E-08,-0.156189442,-1.16E-09,-0.007678105,-6.00E-10,0.007107749,3.75E-10,-0.00135654,6.74E-11,0.020431142,-2.07E-08,-0.018800402,-2.86E-08,0.003591794,-1.09E-08
832064453,1001,0,4,-2.425495863,-0.028671289,2.100678921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832064469,1000,5290,10,-1.831675291,-1.45E-07,-3.402502537,1.64E-08,-0.156202853,-1.16E-09,-0.007498972,-7.66E-10,0.006942952,1.44E-10,-0.00132506,-2.04E-11,0.018725343,-1.82E-08,-0.017230269,-2.52E-08,0.003291748,-9.59E-09
832074460,1001,0,4,-2.425522089,-0.002625298,2.604599237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832074478,1000,5291,10,-1.831749558,-1.45E-07,-3.402434111,1.64E-08,-0.156215951,-1.16E-09,-0.0072884,-9.02E-10,0.006800944,-5.80E-11,-0.001292328,-9.65E-11,0.018739475,-1.55E-08,-0.015866932,-2.20E-08,0.003189736,-8.34E-09
832084453,1001,0,4,-2.425214052,0.030810313,3.343560934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832084468,1000,5292,10,-1.831822157,-1.45E-07,-3.402367115,1.64E-08,-0.156228751,-1.16E-09,-0.005920383,-9.68E-10,0.007082307,-2.42E-10,-0.001230112,-1.61E-10,0.074710183,-1.05E-08,0.005384731,-1.96E-08,0.004691321,-7.16E-09
832094433,1001,0,4,-2.424479961,0.07341516,4.260484695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832094447,1000,5293,10,-1.831893206,-1.45E-07,-3.40230155,1.64E-08,-0.156241298,-1.16E-09,-0.000856997,-9.16E-10,0.008657409,-4.16E-10,-0.001096394,-2.10E-10,0.311711997,-1.36E-09,0.089144774,-1.81E-08,0.009539247,-5.80E-09
832104438,1001,0,4,-2.423218966,0.126094162,5.267900467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832104451,1000,5294,10,-1.831963062,-1.45E-07,-3.402237177,1.64E-08,-0.156253636,-1.17E-09,0.010021851,-7.06E-10,0.012258357,-5.93E-10,-0.000856581,-2.45E-10,0.764482617,1.19E-08,0.247335851,-1.77E-08,0.018009584,-4.38E-09
832114431,1001,0,4,-2.421332121,0.18868652,6.259235859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832114445,1000,5295,10,-1.832005143,-1.45E-07,-3.402175903,1.64E-08,-0.156273156,-1.17E-09,0.028265409,-3.11E-10,0.018424297,-7.89E-10,-0.000483737,-2.69E-10,1.3990798,2.86E-08,0.468758523,-1.86E-08,0.029546594,-3.09E-09
832124430,1001,0,4,-2.418732882,0.259920478,7.123394012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832124443,1000,5296,10,-1.831578851,-1.45E-07,-3.401962519,1.64E-08,-0.15628843,-1.18E-09,0.054965883,3.05E-10,0.027547946,-1.02E-09,4.77E-05,-2.85E-10,2.170805693,4.87E-08,0.739007771,-2.11E-08,0.0438191,-2.11E-09
832134441,1001,0,4,-2.41535759,0.337527722,7.760727406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832134455,1000,5297,10,-1.830839396,-1.45E-07,-3.401622057,1.64E-08,-0.156284288,-1.18E-09,0.090837926,1.10E-09,0.039838701,-1.29E-09,0.000730241,-2.91E-10,3.036934853,6.86E-08,1.041464806,-2.45E-08,0.059060015,-1.21E-09
832144430,1001,0,4,-2.411172628,0.418510139,8.098240852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832144443,1000,5298,10,-1.829689384,-1.45E-07,-3.401141167,1.63E-08,-0.156272635,-1.18E-09,0.136080086,2.02E-09,0.055309683,-1.58E-09,0.001541859,-2.84E-10,3.955052614,8.34E-08,1.358184338,-2.77E-08,0.072740167,-6.29E-11
832154434,1001,0,4,-2.406177282,0.499528855,8.101872444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832154447,1000,5299,10,-1.828039169,-1.45E-07,-3.400489092,1.63E-08,-0.156252071,-1.19E-09,0.189809412,3.11E-09,0.073674992,-1.91E-09,0.00249535,-2.69E-10,4.841902733,9.91E-08,1.664572358,-3.11E-08,0.086569354,9.58E-10
832164425,1001,0,4,-2.4004035,0.577368915,7.784005642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832164438,1000,5300,10,-1.825812936,-1.45E-07,-3.399640322,1.63E-08,-0.156221285,-1.19E-09,0.250236958,4.36E-09,0.094302855,-2.27E-09,0.003568497,-2.46E-10,5.604701042,1.15E-07,1.928731322,-3.42E-08,0.099457741,1.76E-09
832174432,1001,0,4,-2.393909454,0.649418354,7.204943657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832174446,1000,5301,10,-1.822958231,-1.45E-07,-3.398577452,1.63E-08,-0.156179309,-1.19E-09,0.314562052,5.71E-09,0.1162071,-2.65E-09,0.00471738,-2.20E-10,6.148701191,1.29E-07,2.116463661,-3.65E-08,0.109233797,2.34E-09
832184441,1001,0,4,-2.386768341,0.714096665,6.467829704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832184455,1000,5302,10,-1.819455147,-1.45E-07,-3.397294283,1.62E-08,-0.156125709,-1.19E-09,0.379318058,7.09E-09,0.138160378,-3.02E-09,0.005876983,-1.99E-10,6.388139248,1.36E-07,2.196544409,-3.73E-08,0.1138473,2.29E-09
832194429,1001,0,4,-2.379056692,0.771170437,5.707377911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832194442,1000,5303,10,-1.815317273,-1.45E-07,-3.395797014,1.62E-08,-0.156060874,-1.19E-09,0.441268176,8.37E-09,0.158978015,-3.36E-09,0.006959714,-1.85E-10,6.302514076,1.33E-07,2.15828228,-3.58E-08,0.111035138,1.66E-09
832204435,1001,0,4,-2.370837688,0.821906447,5.073600769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832204449,1000,5304,10,-1.810588837,-1.45E-07,-3.394102573,1.62E-08,-0.155985862,-1.20E-09,0.497599065,9.43E-09,0.177679226,-3.67E-09,0.007919807,-1.46E-10,5.916247845,1.17E-07,2.010580778,-3.28E-08,0.101783745,2.65E-09
832214422,1001,0,4,-2.362147331,0.869031072,4.712465286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832214434,1000,5305,10,-1.80533874,-1.45E-07,-3.392236233,1.61E-08,-0.155901834,-1.20E-09,0.546069741,1.04E-08,0.193575427,-3.95E-09,0.00878155,-1.00E-10,5.27410984,1.02E-07,1.775827885,-2.99E-08,0.0914791,4.09E-09
832224417,1001,0,4,-2.352982521,0.916489959,4.745885372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832224428,1000,5306,10,-1.799652457,-1.45E-07,-3.390228271,1.61E-08,-0.155809775,-1.20E-09,0.585660636,1.12E-08,0.206305772,-4.19E-09,0.009527842,-6.54E-11,4.46415329,9.06E-08,1.483732343,-2.64E-08,0.080932952,3.75E-09
832234446,1001,0,4,-2.343292236,0.969026446,5.253650188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832234462,1000,5307,10,-1.793617368,-1.45E-07,-3.388109922,1.61E-08,-0.155710831,-1.20E-09,0.616877496,1.19E-08,0.216064647,-4.40E-09,0.010188832,-4.93E-11,3.618710041,7.92E-08,1.178014278,-2.29E-08,0.070601724,2.60E-09
832244432,1001,0,4,-2.332975864,1.03162396,6.259753227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832244446,1000,5308,10,-1.787306786,-1.45E-07,-3.385906696,1.60E-08,-0.155605286,-1.20E-09,0.641868174,1.28E-08,0.223643288,-4.60E-09,0.010846386,-5.49E-11,2.889482498,7.98E-08,0.917526782,-2.10E-08,0.066720426,5.67E-10
832254431,1001,0,4,-2.321887255,1.108875036,7.7251091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832254446,1000,5309,10,-1.780764461,-1.44E-07,-3.383635044,1.60E-08,-0.155493304,-1.20E-09,0.664127588,1.35E-08,0.230101034,-4.79E-09,0.011481583,-6.36E-11,2.426834106,7.98E-08,0.743672967,-1.98E-08,0.064366944,-5.15E-10
832264428,1001,0,4,-2.30984354,1.204354048,9.547898293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832264441,1000,5310,10,-1.773995876,-1.44E-07,-3.381299019,1.59E-08,-0.155374944,-1.20E-09,0.687654018,1.43E-08,0.236707285,-4.99E-09,0.012124537,-7.38E-11,2.320338488,7.74E-08,0.68449223,-1.94E-08,0.063550234,-9.01E-10
